status,parent_arc,start_numerator,end_numerator,turn_denominator,refinement_level,theta_start,theta_end,theta_midpoint,center_real,center_imag,disc_radius,center_id,center_inverse_upper,distance_upper,neumann_product_upper,transported_inverse_upper,continuation_product_upper
closed,4,140,141,2048,5,0.4295146206079795,0.4325825821837508,0.43104860139586515,-0.08486293621111532,-0.44116304044234766,0.0004026680141084597,turn_00035971_of_00524288,671.764537764753,0.0004121055466138885,0.2768378920313697,928.9266270487351,0.5684597291881323
closed,4,282,283,4096,6,0.4325825821837508,0.4341165629716365,0.43334957257769363,-0.08511593371400866,-0.4406145783965541,0.0002013340218591941,turn_00035971_of_00524288,671.764537764753,0.0007958984426398742,0.5346563494276618,1443.588060003682,0.8834084993947118
closed,4,283,284,4096,6,0.4341165629716365,0.4356505437595221,0.43488355336557927,-0.0852852995347328,-0.4402492610709911,0.00020133402185918415,turn_00018213_of_00262144,687.6078878838582,0.0006354604676593621,0.4369476300009428,1221.2148008275137,0.7473264461849969
closed,4,142,143,2048,5,0.4356505437595221,0.4387185053352934,0.43718452454740775,-0.0855403984976767,-0.43970177328916277,0.00040266801410844587,turn_00018213_of_00262144,687.6078878838582,0.0005725435962517054,0.3936854929400636,1134.0779082099148,0.6940027358537859
closed,4,572,573,8192,7,0.4387185053352934,0.4394854957292362,0.4391020005322648,-0.08575394281939071,-0.43924598283873906,0.00010066701278022006,turn_00018213_of_00262144,687.6078878838582,0.0007738774803771302,0.5321242597630005,1469.637830624761,0.8993497428917556
closed,4,573,574,8192,7,0.4394854957292362,0.440252486123179,0.4398689909262076,-0.08583960519291042,-0.43906378144982844,0.00010066701278022534,turn_00000009_of_00000128,697.9647226687728,0.0006040020026564981,0.4215720902755261,1206.6581002310877,0.7384184249936925
closed,4,287,288,4096,6,0.440252486123179,0.44178646691106466,0.4410194765171218,-0.08596836071524137,-0.43879060269207837,0.000201334021859189,turn_00000009_of_00000128,697.9647226687728,0.00040266804371837177,0.28104808946147064,970.8086346776154,0.5940895626123381
closed,4,288,289,4096,6,0.44178646691106466,0.4433204476989503,0.4425534573050075,-0.08614052347563489,-0.43842659511864107,0.00020133402185918033,turn_00000009_of_00000128,697.9647226687728,0.0004026680437183302,0.2810480894614416,970.8086346775763,0.5940895626123143
closed,4,289,290,4096,6,0.4433204476989503,0.44485442848683593,0.44408743809289314,-0.08631324441387592,-0.43806285206773954,0.0002013340218591922,turn_00018555_of_00262144,701.4746358072243,0.0003712096040024302,0.2603941217757487,948.4438353727289,0.5804033495294014
closed,4,145,146,2048,5,0.44485442848683593,0.4479223900626072,0.44638840927472156,-0.08657337151527908,-0.4375177353433016,0.0004026680141084463,turn_00037353_of_00524288,703.2648482916345,0.0007329816300247491,0.5154802148399102,1451.4677621663463,0.8882305092575384
closed,4,146,147,2048,5,0.4479223900626072,0.45099035163837853,0.44945637085049284,-0.08692215746860864,-0.43679184685629446,0.00040266801410844815,turn_00009399_of_00131072,703.4004127636849,0.0006920856629658595,0.4868133409980141,1370.6521797188086,0.8387751456425839
