sigma,folded_dimension,effective_cloud_degree,positive_order,real,imag,radius,angle,expected_radius,expected_angle,radial_error,phase_error
0.0001,204800,7,selected,0.5144395468438083,-0.5043517927812528,0.7204295789586422,-0.7754967988978888,,,,
0.0001,204800,7,selected,0.5144395468438083,0.5043517927812528,0.7204295789586422,0.7754967988978888,,,,
0.0001,204800,7,selected,-0.006717657025643808,-0.7128611946812438,0.7128928459441042,-1.5802195612729086,,,,
0.0001,204800,7,selected,-0.006717657025643808,0.7128611946812438,0.7128928459441042,1.5802195612729086,,,,
0.0001,204800,7,selected,0.26809572951198674,-0.6578354074311188,0.7103680338054567,-1.183804957463873,,,,
0.0001,204800,7,selected,0.26809572951198674,0.6578354074311188,0.7103680338054567,1.183804957463873,,,,
0.0001,204800,7,all,0.4303052480700652,0.0,0.4303052480700652,0.0,,,,
0.0001,204800,7,all,0.36558808977039364,0.16231415153507425,0.4000006689625862,0.417837230693177,,,,
0.0001,204800,7,all,0.36558808977039364,-0.16231415153507425,0.4000006689625862,-0.417837230693177,,,,
0.0001,204800,7,all,0.2743348846847953,0.27123880687411256,0.3857850688006368,0.7797233212572902,,,,
0.0001,204800,7,all,0.2743348846847953,-0.27123880687411256,0.3857850688006368,-0.7797233212572902,,,,
0.0001,204800,7,all,0.1653559107365663,0.3283706355534536,0.36765452738855037,1.1043009041263845,,,,
0.0001,204800,7,all,0.1653559107365663,-0.3283706355534536,0.36765452738855037,-1.1043009041263845,,,,
0.0001,204800,7,all,0.046505970233507415,0.3563623425193514,0.35938409040084035,1.441027775052141,,,,
0.0001,204800,7,all,0.046505970233507415,-0.3563623425193514,0.35938409040084035,-1.441027775052141,,,,
0.0001,204800,7,all,-0.09542622542193441,-0.34467836611641045,0.35764415354784723,-1.8408870958502404,,,,
0.0001,204800,7,all,-0.09542622542193441,0.34467836611641045,0.35764415354784723,1.8408870958502404,,,,
0.0001,204800,7,all,-0.23025549855699207,0.27225471033124266,0.356567275437999,2.2728094666867245,,,,
0.0001,204800,7,all,-0.23025549855699207,-0.27225471033124266,0.356567275437999,-2.2728094666867245,,,,
0.0001,204800,7,all,-0.32392263922795095,0.1475259925164475,0.3559350989609822,2.714227452022195,,,,
0.0001,204800,7,all,-0.32392263922795095,-0.1475259925164475,0.3559350989609822,-2.714227452022195,,,,
0.0001,204800,7,all,-0.3504347496651086,0.0,0.3504347496651086,3.141592653589793,,,,
0.0001,204800,7,all,0.20692987447455244,0.0,0.20692987447455244,0.0,,,,
0.0001,204800,7,all,-0.16211231499744913,0.1274155706844822,0.20619197444780543,2.4754647396086464,,,,
0.0001,204800,7,all,-0.16211231499744913,-0.1274155706844822,0.20619197444780543,-2.4754647396086464,,,,
0.0001,204800,7,all,-0.09350602483075132,-0.1833857845914598,0.2058487859324761,-2.042322203373737,,,,
0.0001,204800,7,all,-0.09350602483075132,0.1833857845914598,0.2058487859324761,2.042322203373737,,,,
0.0001,204800,7,all,-0.19780392739832137,0.04411320467513699,0.20266318985181034,2.9221685480199704,,,,
0.0001,204800,7,all,-0.19780392739832137,-0.04411320467513699,0.20266318985181034,-2.9221685480199704,,,,
0.0001,204800,7,all,-0.0077373192349921086,-0.2020470625130313,0.20219515716032607,-1.6090722623960354,,,,
0.0001,204800,7,all,-0.0077373192349921086,0.2020470625130313,0.20219515716032607,1.6090722623960354,,,,
0.0001,204800,7,all,0.07259779064491595,-0.1762897310947524,0.19065284811925354,-1.180150960961342,,,,
0.0001,204800,7,all,0.07259779064491595,0.1762897310947524,0.19065284811925354,1.180150960961342,,,,
0.0001,204800,7,all,0.1569929000916413,0.1010292739541145,0.1866914161788902,0.5718117819273055,,,,
0.0001,204800,7,all,0.1569929000916413,-0.1010292739541145,0.1866914161788902,-0.5718117819273055,,,,
0.0001,204800,7,all,-0.03818381387368283,-0.1738781100627762,0.17802134928413213,-1.7869660585377907,,,,
0.0001,204800,7,all,-0.03818381387368283,0.1738781100627762,0.17802134928413213,1.7869660585377907,,,,
0.0001,204800,7,all,-0.12107324794643642,0.12439176151675219,0.17358583381583828,2.3426760199900527,,,,
0.0001,204800,7,all,-0.12107324794643642,-0.12439176151675219,0.17358583381583828,-2.3426760199900527,,,,
0.0001,204800,7,all,0.15740393937609531,-0.07251725421997898,0.17330537294244097,-0.4317229355088984,,,,
0.0001,204800,7,all,0.15740393937609531,0.07251725421997898,0.17330537294244097,0.4317229355088984,,,,
0.0001,204800,7,all,-0.15432969684168957,0.0752551869603873,0.17170031593357846,2.6878930828284737,,,,
0.0001,204800,7,all,-0.15432969684168957,-0.0752551869603873,0.17170031593357846,-2.6878930828284737,,,,
0.0001,204800,7,all,0.038079807135423714,0.1666297651199435,0.170925569577517,1.3461250612609907,,,,
0.0001,204800,7,all,0.038079807135423714,-0.1666297651199435,0.170925569577517,-1.3461250612609907,,,,
0.0001,204800,7,all,-0.16837555411925664,-0.025060794285269306,0.17023034581171276,-2.9938386697277792,,,,
0.0001,204800,7,all,-0.16837555411925664,0.025060794285269306,0.17023034581171276,2.9938386697277792,,,,
0.0001,204800,7,all,0.1678813541362157,0.026236900858646682,0.1699191691166006,0.15502836913262108,,,,
0.0001,204800,7,all,0.1678813541362157,-0.026236900858646682,0.1699191691166006,-0.15502836913262108,,,,
0.0001,204800,7,all,0.11058997220704703,0.12736530750770478,0.16867739477857616,0.8557795689223895,,,,
0.0001,204800,7,all,0.11058997220704703,-0.12736530750770478,0.16867739477857616,-0.8557795689223895,,,,
0.0001,204800,7,all,-0.07334825027338879,0.15092784902465436,0.16780697670054287,2.023166951297341,,,,
0.0001,204800,7,all,-0.07334825027338879,-0.15092784902465436,0.16780697670054287,-2.023166951297341,,,,
0.0001,204800,7,all,0.07581147293175847,0.1486638221704195,0.16687813352983327,1.0992185343184742,,,,
0.0001,204800,7,all,0.07581147293175847,-0.1486638221704195,0.16687813352983327,-1.0992185343184742,,,,
0.0001,204800,7,all,0.1229413447998822,-0.11282187879443306,0.1668632691634359,-0.7425023363528317,,,,
0.0001,204800,7,all,0.1229413447998822,0.11282187879443306,0.1668632691634359,0.7425023363528317,,,,
0.0001,204800,7,all,-0.0940629566861785,0.13597470266458525,0.1653389233824518,2.1759761088888006,,,,
0.0001,204800,7,all,-0.0940629566861785,-0.13597470266458525,0.1653389233824518,-2.1759761088888006,,,,
0.0001,204800,7,all,0.01880768148265437,-0.16293055498887501,0.16401248315825173,-1.4558712536113079,,,,
0.0001,204800,7,all,0.01880768148265437,0.16293055498887501,0.16401248315825173,1.4558712536113079,,,,
0.0001,204800,7,all,0.15923419147931656,0.0,0.15923419147931656,0.0,,,,
0.0001,204800,7,all,-0.025139913396030673,-0.15677162695969402,0.15877455169248433,-1.729802678422196,,,,
0.0001,204800,7,all,-0.025139913396030673,0.15677162695969402,0.15877455169248433,1.729802678422196,,,,
0.0001,204800,7,all,0.0849472917083107,-0.13354472937122044,0.15827266697509504,-1.0042575010192991,,,,
0.0001,204800,7,all,0.0849472917083107,0.13354472937122044,0.15827266697509504,1.0042575010192991,,,,
0.0001,204800,7,all,-0.1569060858999253,0.0,0.1569060858999253,3.141592653589793,,,,
0.0001,204800,7,all,-0.14485362704685947,0.05620121969832605,0.15537422683382907,2.77148564057167,,,,
0.0001,204800,7,all,-0.14485362704685947,-0.05620121969832605,0.15537422683382907,-2.77148564057167,,,,
0.0001,204800,7,all,0.1420210995584856,0.056168840372988776,0.15272501873840963,0.37661798552739706,,,,
